groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,heroRole,note
diva-46ml-clear-18-415-lotionpump,LBDiva46LtnMtGl,LB-DVA-CLR-46ML-LPM-MGLD,LBDiva46LtnMtGl__LB-DVA-CLR-46ML-LPM-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/12. LBDiva46LtnMtGl.psd,ready,hero,
diva-46ml-clear-18-415-perfumespray,GBDiva46SpryMtGl,GB-DVA-CLR-46ML-SPR-MGLD,GBDiva46SpryMtGl__GB-DVA-CLR-46ML-SPR-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/13. GBDiva46SpryMtGl.psd,ready,,
diva-46ml-clear-18-415-perfumespray,GBDiva46SpryMtGl,GB-DVA-CLR-46ML-SPR-MGLD,GBDiva46SpryMtGl__GB-DVA-CLR-46ML-SPR-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/11. GBDiva46SpryMtGl.psd,ready,hero,
diva-46ml-clear-18-415-reducer,GBDiva46RdcrShnGl,GB-DVA-CLR-46ML-RDC-SGLD,GBDiva46RdcrShnGl__GB-DVA-CLR-46ML-RDC-SGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/1. GBDiva46RdcrShnGl.psd,ready,,
diva-46ml-clear-18-415-reducer,GBDiva46RdcrShnGl,GB-DVA-CLR-46ML-RDC-SGLD,GBDiva46RdcrShnGl__GB-DVA-CLR-46ML-RDC-SGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/1. GBDiva46RdcrShnGl.psd,ready,hero,
diva-46ml-frosted-18-415-antiquespray,GBDivaFrst46AnSpGl,GB-DVA-FRS-46ML-T-13,GBDivaFrst46AnSpGl__GB-DVA-FRS-46ML-T-13.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/26. Diva 46ml frosted/1. Diva Frst 46ml PSD/37. GBDivaFrst46AnSpGl.psd,ready,,
diva-46ml-frosted-18-415-antiquespray,GBDivaFrst46AnSpGl,GB-DVA-FRS-46ML-T-13,GBDivaFrst46AnSpGl__GB-DVA-FRS-46ML-T-13.png,pdp-cap-off-sidecar,,,missing-role,hero,
diva-46ml-frosted-18-415-antiquespray-tassel,GBDivaFrst46AnSpTslIvyGl,GB-DVA-FRS-46ML-T-22,GBDivaFrst46AnSpTslIvyGl__GB-DVA-FRS-46ML-T-22.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/26. Diva 46ml frosted/1. Diva Frst 46ml PSD/43. GBDivaFrst46AnSpTslIvyGl.psd,ready,,
diva-46ml-frosted-18-415-antiquespray-tassel,GBDivaFrst46AnSpTslIvyGl,GB-DVA-FRS-46ML-T-22,GBDivaFrst46AnSpTslIvyGl__GB-DVA-FRS-46ML-T-22.png,pdp-cap-off-sidecar,,,missing-role,hero,
diva-46ml-frosted-18-415-dropper,GBDivaFrst46DrpGl,GB-DVA-FRS-46ML-DRP-GLD,GBDivaFrst46DrpGl__GB-DVA-FRS-46ML-DRP-GLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/26. Diva 46ml frosted/1. Diva Frst 46ml PSD/52. GBDivaFrst46DrpGl.psd,ready,hero,
diva-46ml-frosted-18-415-dropper,GBDivaFrst46DrpGl,GB-DVA-FRS-46ML-DRP-GLD,GBDivaFrst46DrpGl__GB-DVA-FRS-46ML-DRP-GLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /26. Diva 46ml frosted/1. Diva Frst 46ml PSD/52. GBDivaFrst46DrpGl.psd,ready,,
diva-46ml-frosted-18-415-lotionpump,LBDivaFrst46LtnMtGl,LB-DVA-FRS-46ML-02,LBDivaFrst46LtnMtGl__LB-DVA-FRS-46ML-02.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/26. Diva 46ml frosted/1. Diva Frst 46ml PSD/12. LBDivaFrst46LtnMtGl.psd,ready,,
diva-46ml-frosted-18-415-lotionpump,LBDivaFrst46LtnMtGl,LB-DVA-FRS-46ML-02,LBDivaFrst46LtnMtGl__LB-DVA-FRS-46ML-02.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /26. Diva 46ml frosted/1. Diva Frst 46ml PSD/14. LBDivaFrst46LtnMtGl.psd,ready,hero,
diva-46ml-frosted-18-415-perfumespray,GBDivaFrst46SpryMtGl,GB-DVA-FRS-46ML-02,GBDivaFrst46SpryMtGl__GB-DVA-FRS-46ML-02.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/26. Diva 46ml frosted/1. Diva Frst 46ml PSD/11. GBDivaFrst46SpryMtGl.psd,ready,,
diva-46ml-frosted-18-415-perfumespray,GBDivaFrst46SpryMtGl,GB-DVA-FRS-46ML-02,GBDivaFrst46SpryMtGl__GB-DVA-FRS-46ML-02.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /26. Diva 46ml frosted/1. Diva Frst 46ml PSD/13. GBDivaFrst46SpryMtGl.psd,ready,hero,
diva-46ml-frosted-18-415-reducer,GBDivaFrst46RdcrShnGl,GB-DVA-FRS-46ML-T-39,GBDivaFrst46RdcrShnGl__GB-DVA-FRS-46ML-T-39.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/26. Diva 46ml frosted/1. Diva Frst 46ml PSD/1. GBDivaFrst46RdcrShnGl.psd,ready,,
diva-46ml-frosted-18-415-reducer,GBDivaFrst46RdcrShnGl,GB-DVA-FRS-46ML-T-39,GBDivaFrst46RdcrShnGl__GB-DVA-FRS-46ML-T-39.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /26. Diva 46ml frosted/1. Diva Frst 46ml PSD/1. GBDivaFrst46RdcrShnGl.psd,ready,hero,
