groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,note
cylinder-25ml-clear-18-415-finemist,GBcyl25SpryMtGl,GBcyl25SpryMtGl,GBcyl25SpryMtGl__GBcyl25SpryMtGl.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/1. Cylindrical 30ml /1. Cylindrical 30ml PSD /11. GBCyl30SpryMtGl.psd,ready,"matched via SKU alias ""GBCyl30SpryMtGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-finemist,GBcyl25SpryMtGl,GBcyl25SpryMtGl,GBcyl25SpryMtGl__GBcyl25SpryMtGl.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /1. Cylindrical 30ml /1. Cylindrical 30ml PSD /13. GBCyl30SpryMtGl.psd,ready,"matched via SKU alias ""GBCyl30SpryMtGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-lotionpump,LBCyl25LtnMtGl,LB-CYL-CLR-25ML-LPM-MGLD,LBCyl25LtnMtGl__LB-CYL-CLR-25ML-LPM-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/1. Cylindrical 30ml /1. Cylindrical 30ml PSD /12. LBCyl30LtnMtGl.psd,ready,"matched via SKU alias ""LBCyl30LtnMtGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-lotionpump,LBCyl25LtnMtGl,LB-CYL-CLR-25ML-LPM-MGLD,LBCyl25LtnMtGl__LB-CYL-CLR-25ML-LPM-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /1. Cylindrical 30ml /1. Cylindrical 30ml PSD /14. LBCyl30LtnMtGl.psd,ready,"matched via SKU alias ""LBCyl30LtnMtGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-reducer,GBCyl25RdcrShnGl,GBCyl25RdcrShnGl,GBCyl25RdcrShnGl__GBCyl25RdcrShnGl.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/1. Cylindrical 30ml /1. Cylindrical 30ml PSD /1. GBCyl30RdcrShnGl.psd,ready,"matched via SKU alias ""GBCyl30RdcrShnGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-reducer,GBCyl25RdcrShnGl,GBCyl25RdcrShnGl,GBCyl25RdcrShnGl__GBCyl25RdcrShnGl.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /1. Cylindrical 30ml /1. Cylindrical 30ml PSD /1. GBCyl30RdcrShnGl.psd,ready,"matched via SKU alias ""GBCyl30RdcrShnGl"" — storefront capacity label differs"
cylinder-28ml-clear-16mm-rollon,GBMtlRoll28Blk,GB-CYL-CLR-28ML-MRL-01,GBMtlRoll28Blk__GB-CYL-CLR-28ML-MRL-01.png,identity-cap-on,,,no-source,
cylinder-28ml-clear-16mm-rollon,GBMtlRoll28Blk,GB-CYL-CLR-28ML-MRL-01,GBMtlRoll28Blk__GB-CYL-CLR-28ML-MRL-01.png,pdp-cap-off-sidecar,,,no-source,
cylinder-3.3ml-clear-12mm-finemist,GBSpry3mlClBlk,GB-SPR-CLR-3ML-BLK,GBSpry3mlClBlk__GB-SPR-CLR-3ML-BLK.png,identity-cap-on,,,missing-role,
cylinder-3.3ml-clear-12mm-finemist,GBSpry3mlClBlk,GB-SPR-CLR-3ML-BLK,GBSpry3mlClBlk__GB-SPR-CLR-3ML-BLK.png,pdp-cap-off-sidecar,,,missing-role,
cylinder-3.3ml-clear-12mm-finemist,GBSpry3mlClBlk,GB-SPR-CLR-3ML-BLK,GBSpry3mlClBlk__GB-SPR-CLR-3ML-BLK.png,UNDECIDED,original,Small spray bottles 3ml and 4ml/GBSpry3mlClBlk.psd,needs-role-decision,
cylinder-30ml-clear-18-415-finemist,GBSpry1ozGl,GB-SPR-CLR-30ML-GLD,GBSpry1ozGl__GB-SPR-CLR-30ML-GLD.png,identity-cap-on,,,no-source,
cylinder-30ml-clear-18-415-finemist,GBSpry1ozGl,GB-SPR-CLR-30ML-GLD,GBSpry1ozGl__GB-SPR-CLR-30ML-GLD.png,pdp-cap-off-sidecar,,,no-source,
cylinder-454ml-clear,PbNat16ozFlpWh,PB-CYL-454ML-WFLP,PbNat16ozFlpWh__PB-CYL-454ML-WFLP.png,identity-cap-on,,,no-source,
cylinder-454ml-clear,PbNat16ozFlpWh,PB-CYL-454ML-WFLP,PbNat16ozFlpWh__PB-CYL-454ML-WFLP.png,pdp-cap-off-sidecar,,,no-source,
cylinder-4ml-clear-12mm-finemist,GBSpry4mlClBlk,GB-SPR-CLR-4ML-BLK,GBSpry4mlClBlk__GB-SPR-CLR-4ML-BLK.png,identity-cap-on,,,missing-role,
cylinder-4ml-clear-12mm-finemist,GBSpry4mlClBlk,GB-SPR-CLR-4ML-BLK,GBSpry4mlClBlk__GB-SPR-CLR-4ML-BLK.png,pdp-cap-off-sidecar,,,missing-role,
cylinder-4ml-clear-12mm-finemist,GBSpry4mlClBlk,GB-SPR-CLR-4ML-BLK,GBSpry4mlClBlk__GB-SPR-CLR-4ML-BLK.png,UNDECIDED,original,Small spray bottles 3ml and 4ml/GBSpry4mlClBlk..psd,needs-role-decision,
cylinder-5.5ml-clear-13-415-finemist,GBCyl5SpryBlkMatt,GB-CYL-CLR-5ML-SPR-MBLK,GBCyl5SpryBlkMatt__GB-CYL-CLR-5ML-SPR-MBLK.png,identity-cap-on,bbuat,2. PSD Capped /5.  13-415 Bottles/2. Clear 5ml Cylinder/2. Clear 5ml Cly (Capped) PSD/3. GBCyl5SpryBlkMatt.psd,ready,
cylinder-5.5ml-clear-13-415-finemist,GBCyl5SpryBlkMatt,GB-CYL-CLR-5ML-SPR-MBLK,GBCyl5SpryBlkMatt__GB-CYL-CLR-5ML-SPR-MBLK.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /5.  13-415 Bottles/2. Clear 5ml Cylinder/1. Clear 5ml Cly (Uncapped) PSD /3. GBCyl5SpryBlkMatt.psd,ready,
cylinder-50ml-clear-16mm-rollon,GBCyl50MtlRollBlk,GB-CYL-BLK-50ML-MRL-BLK,GBCyl50MtlRollBlk__GB-CYL-BLK-50ML-MRL-BLK.png,identity-cap-on,bbuat,2. PSD Capped /16. 16 mm/2. 50ml Capped/3. GBCyl50MtlRollBlk.psd,ready,
cylinder-50ml-clear-16mm-rollon,GBCyl50MtlRollBlk,GB-CYL-BLK-50ML-MRL-BLK,GBCyl50MtlRollBlk__GB-CYL-BLK-50ML-MRL-BLK.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /16. 16 mm/4. 50ml Uncapped/3. GBCyl50MtlRollBlk.psd,ready,
cylinder-50ml-clear-18-415-antiquespray,GBCyl50AnSpMtSl,GB-CYL-CLR-50ML-ASP-MSLV,GBCyl50AnSpMtSl__GB-CYL-CLR-50ML-ASP-MSLV.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/2. Cylindrical 50ml /1. Cylindrical 50ml PSD/35. GBCyl50AnSpMtSl.psd,ready,
cylinder-50ml-clear-18-415-antiquespray,GBCyl50AnSpMtSl,GB-CYL-CLR-50ML-ASP-MSLV,GBCyl50AnSpMtSl__GB-CYL-CLR-50ML-ASP-MSLV.png,pdp-cap-off-sidecar,,,missing-role,
